Name,ID,Category,Network,Nation,Institution,GLAT,GLON,Start,End,Notes,Data Link,Source,Instrument id (kinst),Altitude (km),Principal Investigator,PI Email,AACGMLON,AACGMLAT,OPERATOR-NUM,OP2,OP3,Unnamed: 10,Unnamed: 11,Record ID#,Official Name,Operator (additional),Seasonality,Status,Year Established,Antarctic Region,Latitude (DDM),Longitude (DDM),Elevation (meters),Elevation Datum,Peak Population,Power Supply Types,Photo URL,Webcam URL,Date Modified,Hemisphere,PLAT,PLON
m80-077,B13,Magnetometers,BAS,,,-80.0,77.0,,,,,SuperMAG,,,,,56.47,-77.71,1.0,,,,,,,,,,,,,,,,,,,,,S,75.3588171225551,-40.39051512987318
m83-347,B16,Magnetometers,BAS,,,-82.78,347.06,,,,,SuperMAG,,,,,30.27,-68.21,1.0,,,,,,,,,,,,,,,,,,,,,S,63.92044816164026,-55.95470302243757
m81-003,B27,Magnetometers,BAS,,,-81.0,3.0,,,,,SuperMAG,,,,,37.38,-68.05,1.0,,,,,,,,,,,,,,,,,,,,,S,64.80626822479213,-49.726701574907885
Kototabang,KTB,Magnetometers,210MM,,,-0.2,100.32,,,,,SuperMAG,,,,,171.95,-8.98,1.0,,,,,,,,,,,,,,,,,,,,,S,14.052209164798043,100.16949081173334
Jim Carrigan,JCO,Magnetometers,BGS,,,70.36,211.2,,,,,SuperMAG,,,,,-101.79,70.56,1.0,,,,,,,,,,,,,,,,,,,,,N,70.36,-148.8
Sable Carrigan,SBL,Magnetometers,BGS,,,43.93,299.99,,,,,SuperMAG,,,,,21.93,51.74,2.0,INTERMAGNET,,,,,,,,,,,,,,,,,,,,N,43.93,-60.00999999999999
Back Lake,C02,Magnetometers,CARISMA,,,57.71,265.79,,,,,SuperMAG,,,,,-27.9,68.08,1.0,,,,,,,,,,,,,,,,,,,,,N,57.71,-94.20999999999998
Wells Gray,C13,Magnetometers,CARISMA,,,51.88,239.97,,,,,SuperMAG,,,,,-61.39,57.96,1.0,,,,,,,,,,,,,,,,,,,,,N,51.88,-120.03
Vulcan,T03,Magnetometers,CARISMA,,,50.37,247.02,,,,,SuperMAG,,,,,-52.51,57.92,1.0,,,,,,,,,,,,,,,,,,,,,N,50.37,-112.97999999999999
Fort Chipewyan,C03,Magnetometers,CARISMA,,,58.77,248.89,,,,,SuperMAG,,,,,-53.2,66.61,1.0,,,,,,,,,,,,,,,,,,,,,N,58.77,-111.11000000000001
Gull Lake,C04,Magnetometers,CARISMA,,,50.06,251.74,,,,,SuperMAG,,,,,-46.46,58.57,1.0,,,,,,,,,,,,,,,,,,,,,N,50.06,-108.25999999999999
Little Grand Rapids,C05,Magnetometers,CARISMA,,,52.03,264.54,,,,,SuperMAG,,,,,-28.88,62.52,1.0,,,,,,,,,,,,,,,,,,,,,N,52.03,-95.45999999999998
Ministik Lake,C06,Magnetometers,CARISMA,,,53.35,247.03,,,,,SuperMAG,,,,,-53.47,60.91,1.0,,,,,,,,,,,,,,,,,,,,,N,53.35,-112.97
Norman Wells,C07,Magnetometers,CARISMA,,,65.26,233.31,,,,,SuperMAG,,,,,-76.2,69.77,1.0,,,,,,,,,,,,,,,,,,,,,N,65.26,-126.69
Polson,C10,Magnetometers,CARISMA,,,47.66,245.79,,,,,SuperMAG,,,,,-53.2,54.93,1.0,,,,,,,,,,,,,,,,,,,,,N,47.66,-114.21000000000001
Osakis,C08,Magnetometers,CARISMA,,,45.87,264.92,,,,,SuperMAG,,,,,-27.61,56.51,1.0,,,,,,,,,,,,,,,,,,,,,N,45.87,-95.07999999999998
Oxford House,C09,Magnetometers,CARISMA,,,54.93,264.71,,,,,SuperMAG,,,,,-29.08,65.33,1.0,,,,,,,,,,,,,,,,,,,,,N,54.93,-95.29000000000002
Thief River Falls,C11,Magnetometers,CARISMA,,,48.03,263.64,,,,,SuperMAG,,,,,-29.69,58.5,1.0,,,,,,,,,,,,,,,,,,,,,N,48.03,-96.36000000000001
Weyburn,C12,Magnetometers,CARISMA,,,49.69,256.2,,,,,SuperMAG,,,,,-40.44,59.03,1.0,,,,,,,,,,,,,,,,,,,,,N,49.69,-103.80000000000001
Ann Arbor,C01,Magnetometers,CARISMA,,,42.42,276.1,,,,,SuperMAG,,,,,-11.21,53.6,1.0,,,,,,,,,,,,,,,,,,,,,N,42.42,-83.89999999999998
Bay Mills,T15,Magnetometers,THEMIS,,,46.48,275.31,,,,,SuperMAG,,,,,-12.25,57.62,1.0,,,,,,,,,,,,,,,,,,,,,N,46.48,-84.69
Carson City,T16,Magnetometers,THEMIS,,,39.19,240.2,,,,,SuperMAG,,,,,-57.14,45.12,1.0,,,,,,,,,,,,,,,,,,,,,N,39.19,-119.80000000000001
Derby,T17,Magnetometers,THEMIS,,,44.95,287.87,,,,,SuperMAG,,,,,6.04,55.03,1.0,,,,,,,,,,,,,,,,,,,,,N,44.95,-72.13
Fort Yates,T18,Magnetometers,THEMIS,,,46.09,259.32,,,,,SuperMAG,,,,,-35.51,55.97,1.0,,,,,,,,,,,,,,,,,,,,,N,46.09,-100.68
Hot Springs,T19,Magnetometers,THEMIS,,,47.61,245.33,,,,,SuperMAG,,,,,-53.73,54.77,1.0,,,,,,,,,,,,,,,,,,,,,N,47.61,-114.66999999999999
Loysburg,T20,Magnetometers,THEMIS,,,40.18,281.62,,,,,SuperMAG,,,,,-3.37,51.1,1.0,,,,,,,,,,,,,,,,,,,,,N,40.18,-78.38
Pine Ridge,T21,Magnetometers,THEMIS,,,43.08,257.41,,,,,SuperMAG,,,,,-37.6,52.62,1.0,,,,,,,,,,,,,,,,,,,,,N,43.08,-102.58999999999997
Petersburg,T22,Magnetometers,THEMIS,,,56.81,227.05,,,,,SuperMAG,,,,,-77.43,60.17,1.0,,,,,,,,,,,,,,,,,,,,,N,56.81,-132.95
Remus,T23,Magnetometers,THEMIS,,,43.66,274.86,,,,,SuperMAG,,,,,-12.98,54.85,1.0,,,,,,,,,,,,,,,,,,,,,N,43.66,-85.13999999999999
Shawano,T24,Magnetometers,THEMIS,,,44.82,271.3,,,,,SuperMAG,,,,,-18.23,55.95,1.0,,,,,,,,,,,,,,,,,,,,,N,44.82,-88.69999999999999
Ukiah,T25,Magnetometers,THEMIS,,,45.14,241.07,,,,,SuperMAG,,,,,-57.9,51.35,1.0,,,,,,,,,,,,,,,,,,,,,N,45.14,-118.93
San Gabriel,T26,Magnetometers,THEMIS,,,34.2,242.15,,,,,SuperMAG,,,,,-53.74,40.45,1.0,,,,,,,,,,,,,,,,,,,,,N,34.2,-117.85
Table Mountain,T27,Magnetometers,THEMIS,,,34.38,242.32,,,,,SuperMAG,,,,,-53.6,40.66,1.0,,,,,,,,,,,,,,,,,,,,,N,34.38,-117.68
Goose Bay,T28,Magnetometers,THEMIS,,,53.3,299.54,,,,,SuperMAG,,,,,23.23,61.2,1.0,,,,,,,,,,,,,,,,,,,,,N,53.3,-60.45999999999998
Kuujjuaq,T29,Magnetometers,THEMIS,,,58.1,291.6,,,,,SuperMAG,,,,,13.56,67.43,1.0,,,,,,,,,,,,,,,,,,,,,N,58.1,-68.39999999999998
Chibougamau,T30,Magnetometers,THEMIS,,,49.81,285.58,,,,,SuperMAG,,,,,3.36,60.13,1.0,,,,,,,,,,,,,,,,,,,,,N,49.81,-74.42000000000002
Sanikiluaq,T31,Magnetometers,CANMOS,,,56.5,280.8,,,,,SuperMAG,,,,,-3.35,67.11,1.0,,,,,,,,,,,,,,,,,,,,,N,56.5,-79.19999999999999
Kapuskasing,T32,Magnetometers,THEMIS,,,49.39,277.68,,,,,SuperMAG,,,,,-8.57,60.4,1.0,,,,,,,,,,,,,,,,,,,,,N,49.39,-82.32
Flin Flon/The Pas,T33,Magnetometers,THEMIS,,,53.99,259.06,,,,,SuperMAG,,,,,-37.38,63.72,1.0,,,,,,,,,,,,,,,,,,,,,N,53.99,-100.94
Ekati,T34,Magnetometers,THEMIS,,,64.73,249.33,,,,,SuperMAG,,,,,-56.07,72.34,1.0,,,,,,,,,,,,,,,,,,,,,N,64.73,-110.66999999999999
Snap Lake,T35,Magnetometers,THEMIS,,,63.6,249.14,,,,,SuperMAG,,,,,-55.54,71.25,1.0,,,,,,,,,,,,,,,,,,,,,N,63.6,-110.86000000000001
Athabasca,T36,Magnetometers,THEMIS,,,54.71,246.69,,,,,SuperMAG,,,,,-54.39,62.2,2.0,AUTUMN,,,,,,,,,,,,,,,,,,,,N,54.71,-113.31
Prince George,T37,Magnetometers,THEMIS,,,53.81,237.17,,,,,SuperMAG,,,,,-65.31,59.31,1.0,,,,,,,,,,,,,,,,,,,,,N,53.81,-122.83000000000001
White Horse,T38,Magnetometers,THEMIS,,,61.01,224.78,,,,,SuperMAG,,,,,-81.96,63.9,2.0,AUTUMN,,,,,,,,,,,,,,,,,,,,N,61.01,-135.22
Trapper Creek,T39,Magnetometers,THEMIS,,,62.24,209.58,,,,,SuperMAG,,,,,-96.47,62.14,1.0,,,,,,,,,,,,,,,,,,,,,N,62.24,-150.42
McGrath,T40,Magnetometers,THEMIS,,,62.95,204.4,,,,,SuperMAG,,,,,-101.14,61.94,1.0,,,,,,,,,,,,,,,,,,,,,N,62.95,-155.6
Kiana,T41,Magnetometers,THEMIS,,,66.97,199.56,,,,,SuperMAG,,,,,-107.62,65.32,1.0,,,,,,,,,,,,,,,,,,,,,N,66.97,-160.44
La Ronge,T42,Magnetometers,THEMIS,,,55.2,254.74,,,,,SuperMAG,,,,,-43.87,64.2,2.0,AUTUMN,,,,,,,,,,,,,,,,,,,,N,55.2,-105.25999999999999
Priddis,T43,Magnetometers,THEMIS,,,50.87,245.7,,,,,SuperMAG,,,,,-54.28,58.15,1.0,,,,,,,,,,,,,,,,,,,,,N,50.87,-114.30000000000001
Iznik,IZN,Magnetometers,INTERMAGNET,,,40.5,29.73,,,,,SuperMAG,,,,,102.15,35.31,1.0,,,,,,,,,,,,,,,,,,,,,N,40.5,29.73
Panagjurishte,PAG,Magnetometers,GFZ,,,47.49,24.18,,,,,SuperMAG,,,,,98.08,43.16,3.0,INTERMAGNET,SEGMA,,,,,,,,,,,,,,,,,,,N,47.49,24.18
Hornsund,HOR,Magnetometers,IMAGE,,,77.0,15.6,,,,,SuperMAG,,,,,109.62,74.19,1.0,,,,,,,,,,,,,,,,,,,,,N,77.0,15.6
Sachs Harbour,SAH,Magnetometers,CARISMA,,,71.98,234.77,,,,,SuperMAG,,,,,-82.65,76.24,1.0,,,,,,,,,,,,,,,,,,,,,N,71.98,-125.22999999999999
Nevrokopi,E01,Magnetometers,ENIGMA,,,41.35,23.86,,,,,SuperMAG,,,,,96.72,35.99,1.0,,,,,,,,,,,,,,,,,,,,,N,41.35,23.86
Klokotos,E02,Magnetometers,ENIGMA,,,39.45,21.97,,,,,SuperMAG,,,,,94.71,33.39,1.0,,,,,,,,,,,,,,,,,,,,,N,39.45,21.97
Kimi,E03,Magnetometers,ENIGMA,,,38.63,24.1,,,,,SuperMAG,,,,,96.59,32.51,1.0,,,,,,,,,,,,,,,,,,,,,N,38.63,24.1
Dionyssos,E04,Magnetometers,ENIGMA,,,38.08,23.93,,,,,SuperMAG,,,,,96.36,31.76,1.0,,,,,,,,,,,,,,,,,,,,,N,38.08,23.93
Velies,E05,Magnetometers,ENIGMA,,,36.72,22.95,,,,,SuperMAG,,,,,95.29,29.79,1.0,,,,,,,,,,,,,,,,,,,,,N,36.72,22.95
Brandon,BRD,Magnetometers,CANMOS,,,49.87,260.03,,,,,SuperMAG,,,,,-35.14,59.83,1.0,,,,,,,,,,,,,,,,,,,,,N,49.87,-99.97000000000003
Eureka,EUA,Magnetometers,CANMOS,,,80.0,274.1,,,,,SuperMAG,,,,,-36.09,88.4,1.0,,,,,,,,,,,,,,,,,,,,,N,80.0,-85.89999999999998
Arti,ARS,Magnetometers,INTERMAGNET,,,56.43,58.57,,,,,SuperMAG,,,,,131.76,52.36,1.0,,,,,,,,,,,,,,,,,,,,,N,56.43,58.57
Cocos-Keeling Islands,CKI,Magnetometers,INTERMAGNET,,,-12.19,96.84,,,,,SuperMAG,,,,,167.83,-22.55,2.0,AUS,,,,,,,,,,,,,,,,,,,,S,26.598186125133243,95.89973552554237
Changchun,CNH,Magnetometers,INTERMAGNET,,,44.08,124.86,,,,,SuperMAG,,,,,-162.48,38.23,1.0,,,,,,,,,,,,,,,,,,,,,N,44.08,124.86
Cheongyang,CYG,Magnetometers,INTERMAGNET,,,36.37,126.85,,,,,SuperMAG,,,,,-160.85,30.1,1.0,,,,,,,,,,,,,,,,,,,,,N,36.37,126.85
Dalat,DLT,Magnetometers,INTERMAGNET,,,11.94,108.48,,,,,SuperMAG,,,,,-179.95,4.43,2.0,BCMT,,,,,,,,,,,,,,,,,,,,N,11.94,108.48
Duronia,DUR,Magnetometers,INTERMAGNET,,,41.39,14.28,,,,,SuperMAG,,,,,88.05,35.47,1.0,,,,,,,,,,,,,,,,,,,,,N,41.39,14.28
Gan,GAN,Magnetometers,INTERMAGNET,,,0.69,73.15,,,,,SuperMAG,,,,,144.66,-7.89,1.0,,,,,,,,,,,,,,,,,,,,,N,0.69,73.15
Jaipur,JAI,Magnetometers,INTERMAGNET,,,26.92,75.8,,,,,SuperMAG,,,,,148.24,21.05,1.0,,,,,,,,,,,,,,,,,,,,,N,26.92,75.8
Khabarovsk,KHB,Magnetometers,INTERMAGNET,,,47.61,134.69,,,,,SuperMAG,,,,,-153.11,41.36,1.0,,,,,,,,,,,,,,,,,,,,,N,47.61,134.69
Orcadas,ORC,Magnetometers,INTERMAGNET,,,-60.74,315.26,,,,,SuperMAG,,,,,19.67,-47.64,1.0,,,,,,,,,,,,,,,,,,,,,S,43.9573347386858,-61.97854911982579
Pedeli,PEG,Magnetometers,INTERMAGNET,,,38.1,23.9,,,,,SuperMAG,,,,,96.34,31.78,1.0,,,,,,,,,,,,,,,,,,,,,N,38.1,23.9
Paratunka,PET,Magnetometers,GFZ,,,52.97,158.25,,,,,SuperMAG,,,,,-133.35,46.38,1.0,,,,,,,,,,,,,,,,,,,,,N,52.97,158.25
Pilar,PIL,Magnetometers,INTERMAGNET,,,-31.4,294.47,,,,,SuperMAG,,,,,4.29,-18.44,1.0,,,,,,,,,,,,,,,,,,,,,S,12.001575648556425,-72.04169096645215
Urumqi,WMQ,Magnetometers,INTERMAGNET,,,43.81,87.71,,,,,SuperMAG,,,,,160.08,39.0,1.0,,,,,,,,,,,,,,,,,,,,,N,43.81,87.71
Antartica,PG1,Magnetometers,THEMIS,,,-85.5,77.2,,,,,SuperMAG,,,,,33.54,-76.44,2.0,MIST,,,,,,,,,,,,,,,,,,,,S,66.6492928416114,-51.885864579048956
Antartica,PG2,Magnetometers,THEMIS,,,-84.42,57.96,,,,,SuperMAG,,,,,38.99,-75.03,2.0,MIST,,,,,,,,,,,,,,,,,,,,S,66.6492928416114,-51.885864579048956
Antartica,PG3,Magnetometers,THEMIS,,,-84.81,37.63,,,,,SuperMAG,,,,,36.57,-73.25,2.0,MIST,,,,,,,,,,,,,,,,,,,,S,66.6492928416114,-51.885864579048956
Antartica,PG4,Magnetometers,THEMIS,,,-83.34,12.25,,,,,SuperMAG,,,,,36.08,-70.41,2.0,MIST,,,,,,,,,,,,,,,,,,,,S,66.6492928416114,-51.885864579048956
Gingin,GNG,Magnetometers,INTERMAGNET,,,-31.36,115.71,,,,,SuperMAG,,,,,-173.3,-43.65,2.0,AUS,,,,,,,,,,,,,,,,,,,,S,46.90009565657077,113.19899076121298
Birzai,BRZ,Magnetometers,EMMA,,,56.21,24.75,,,,,SuperMAG,,,,,100.78,52.27,1.0,,,,,,,,,,,,,,,,,,,,,N,56.21,24.75
Suwalki,SUW,Magnetometers,EMMA,,,54.01,23.18,,,,,SuperMAG,,,,,98.77,50.05,1.0,,,,,,,,,,,,,,,,,,,,,N,54.01,23.18
Szczechowo,SZC,Magnetometers,EMMA,,,52.91,19.61,,,,,SuperMAG,,,,,95.36,49.0,1.0,,,,,,,,,,,,,,,,,,,,,N,52.91,19.61
Zagorzyce,ZAG,Magnetometers,EMMA,,,50.28,20.58,,,,,SuperMAG,,,,,95.5,46.2,1.0,,,,,,,,,,,,,,,,,,,,,N,50.28,20.58
Vyhne,VYH,Magnetometers,EMMA,,,48.49,18.84,,,,,SuperMAG,,,,,93.53,44.28,1.0,,,,,,,,,,,,,,,,,,,,,N,48.49,18.84
Conrad Observatorium,WIC,Magnetometers,EMMA,,,47.55,15.52,,,,,SuperMAG,,,,,90.4,43.24,1.0,,,,,,,,,,,,,,,,,,,,,N,47.55,15.52
Castello Tesino,CST,Magnetometers,SEGMA,,,46.05,11.65,,,,,SuperMAG,,,,,86.7,41.47,2.0,EMMA,,,,,,,,,,,,,,,,,,,,N,46.05,11.65
Lonjsko Polje,P01,Magnetometers,EMMA,,,45.41,16.66,,,,,SuperMAG,,,,,90.92,40.72,1.0,,,,,,,,,,,,,,,,,,,,,N,45.41,16.66
Ranchio,RNC,Magnetometers,SEGMA,,,43.97,12.08,,,,,SuperMAG,,,,,86.62,38.85,2.0,EMMA,,,,,,,,,,,,,,,,,,,,N,43.97,12.08
Sutherland,SUT,Magnetometers,EMMA,,,-32.4,20.67,,,,,SuperMAG,,,,,85.0,-40.88,1.0,,,,,,,,,,,,,,,,,,,,,S,46.247025898552444,13.130962506982897
Abuja,A01,Magnetometers,AMBER,,,8.99,7.39,,,,,SuperMAG,,,,,79.35,-1.37,2.0,MAGDAS,,,,,,,,,,,,,,,,,,,,N,8.99,7.39
Algeria,A02,Magnetometers,AMBER,,,36.85,2.93,,,,,SuperMAG,,,,,77.53,27.89,1.0,,,,,,,,,,,,,,,,,,,,,N,36.85,2.93
Cameroon,A03,Magnetometers,AMBER,,,3.87,11.52,,,,,SuperMAG,,,,,83.17,-4.32,1.0,,,,,,,,,,,,,,,,,,,,,N,3.87,11.52
Ethiopia,A04,Magnetometers,AMBER,,,14.28,39.46,,,,,SuperMAG,,,,,111.13,6.04,1.0,,,,,,,,,,,,,,,,,,,,,N,14.28,39.46
Namibia,A05,Magnetometers,AMBER,,,-19.2,17.58,,,,,SuperMAG,,,,,86.62,-30.07,1.0,,,,,,,,,,,,,,,,,,,,,S,37.59048030817272,16.021815007607863
Abidjan,A06,Magnetometers,AMBER,,,5.33,355.87,,,,,SuperMAG,,,,,68.1,-1.08,2.0,MAGDAS,,,,,,,,,,,,,,,,,,,,N,5.33,-4.1299999999999955
Conakry,A07,Magnetometers,AMBER,,,9.58,346.34,,,,,SuperMAG,,,,,59.9,-0.55,1.0,,,,,,,,,,,,,,,,,,,,,N,9.58,-13.660000000000025
Davao,A08,Magnetometers,AMBER,,,7.0,125.4,,,,,SuperMAG,,,,,-163.28,-0.56,2.0,MAGDAS,,,,,,,,,,,,,,,,,,,,N,7.0,125.4
Manila,A09,Magnetometers,AMBER,,,14.58,120.0,,,,,SuperMAG,,,,,-168.56,7.33,1.0,,,,,,,,,,,,,,,,,,,,,N,14.58,120.0
Petrolina,A10,Magnetometers,AMBER,,,-9.4,319.5,,,,,SuperMAG,,,,,30.39,-7.03,1.0,,,,,,,,,,,,,,,,,,,,,S,9.973887766149794,-47.045079492722685
Belem,A11,Magnetometers,AMBER,,,-1.45,311.55,,,,,SuperMAG,,,,,25.58,1.67,1.0,,,,,,,,,,,,,,,,,,,,,S,,
Bangkok,A12,Magnetometers,AMBER,,,14.08,100.61,,,,,SuperMAG,,,,,172.33,6.43,1.0,,,,,,,,,,,,,,,,,,,,,N,14.08,100.61
Phuket,A13,Magnetometers,AMBER,,,7.89,98.35,,,,,SuperMAG,,,,,170.06,-0.33,1.0,,,,,,,,,,,,,,,,,,,,,N,7.89,98.35
Gorkovskaya,GRK,Magnetometers,AARI,,,60.27,29.38,,,,,SuperMAG,,,,,106.12,56.34,1.0,,,,,,,,,,,,,,,,,,,,,N,60.27,29.38
Barentsburg,BBG,Magnetometers,AARI,,,78.06,14.21,,,,,SuperMAG,,,,,110.78,75.29,1.0,,,,,,,,,,,,,,,,,,,,,N,78.06,14.21
Progress,PRG,Magnetometers,AARI,,,-69.23,76.23,,,,,SuperMAG,,,,,96.85,-74.4,1.0,,,,,,,,,,,,,,,,,,,,,S,76.73172546206061,8.255296417433785
Novolazorevskaya,NVL,Magnetometers,AARI,,,-70.78,11.83,,,,,SuperMAG,,,,,52.9,-62.65,1.0,,,,,,,,,,,,,,,,,,,,,S,62.38864783225004,-31.652020090227325
Whitehorse,WHS,Magnetometers,CANMOS,,,60.7,224.9,,,,,SuperMAG,,,,,-81.66,63.62,2.0,THEMIS,,,,,,,,,,,,,,,,,,,,N,60.7,-135.1
Inukjuak,T44,Magnetometers,THEMIS,,,58.47,281.92,,,,,SuperMAG,,,,,-1.4,68.91,2.0,AUTUMN,,,,,,,,,,,,,,,,,,,,N,58.47,-78.07999999999998
Kuujjuarapik,T45,Magnetometers,THEMIS,,,55.28,282.24,,,,,SuperMAG,,,,,-1.15,65.83,2.0,AUTUMN,,,,,,,,,,,,,,,,,,,,N,55.28,-77.75999999999999
Puvirnituq,T46,Magnetometers,THEMIS,,,60.05,282.71,,,,,SuperMAG,,,,,0.04,70.35,2.0,AUTUMN,,,,,,,,,,,,,,,,,,,,N,60.05,-77.29000000000002
